id,name,address,city,postal_code,stars,review_count,is_open,categories
6329,"""Pig & Pickle""","""2922 N Hayden Rd""",Scottsdale,85251,4,714,1,Comfort Food;Restaurants;Gastropubs;Sandwiches
6330,"""The Captain's Boil""","""3255 Rutherford Road, Unit 7-9""",Vaughan,L4K 5Y5,3.5,30,1,Asian Fusion;Restaurants;Seafood;Cajun/Creole
6331,"""La Boîte aux Huîtres""","""7070 Avenue Henri Julien""",Montréal,H2R 1T1,4.5,52,1,Seafood;Food;Restaurants;Specialty Food;Seafood Markets;Street Vendors
6332,"""Tacos Estephanie""","""1021 E Charleston Blvd""",Las Vegas,89101,3.5,8,1,Mexican;Food Trucks;Restaurants;Street Vendors;Food
6333,"""Montana's BBQ & Bar""","""3065 Argentia Road""",Mississauga,L5N 8E1,3,11,1,Restaurants;Steakhouses;American (Traditional);Comfort Food;Canadian (New)
6334,"""Raw Juice Guru""","""3324 Dundas Street W""",Toronto,M6P 2A4,2.5,3,1,Juice Bars & Smoothies;Food;Live/Raw Food;Restaurants
6335,"""Senor Taco""","""12958 W Indian School Rd, Ste B1""",Litchfield Park,85340,3.5,89,1,Mexican;Fast Food;Restaurants
6336,"""Guy Savoy""","""3570 Las Vegas Blvd S""",Las Vegas,89109,4.5,281,1,Nightlife;Bars;Food;French;Wine Bars;Restaurants;Desserts
6337,"""Cafe Kopi""","""109 N Walnut St""",Champaign,61820,4,158,1,Food;Restaurants;American (Traditional);Coffee & Tea;Salad
6338,"""McDonald's""","""1050 Dundas St E""",Mississauga,L4Y 2B8,2,14,1,Restaurants;Fast Food;Burgers
6339,"""Gill's Grounds""","""4011 S Power Rd""",MESA,85212,5,54,1,Restaurants;Coffee & Tea;Food
6340,"""Frijoles & Frescas""","""2490 E Desert Inn Rd""",Las Vegas,89121,4,32,1,Restaurants;Tacos;Salad;Mexican;Seafood
6341,"""Hunan of Stow""","""4157 Bridgewater Pkwy""",Stow,44224,2.5,12,1,Food;Food Delivery Services;Chinese;Restaurants
6342,"""The Naked Tart, LLC""","""""",Charlotte,28205,5,4,1,Caterers;Specialty Food;Health Markets;Event Planning & Services;Restaurants;Gluten-Free;Desserts;Food
6343,"""Amélie's French Bakery & Café""","""4321 Park Rd""",Charlotte,28209,4.5,55,1,Restaurants;Food;Coffee & Tea;Bakeries;Custom Cakes;Patisserie/Cake Shop;Cafes
6344,"""Davis Bakery & Delicatessen""","""28700 Chagrin Blvd""",Woodmere,44122,4,34,1,Bakeries;Delis;Food;Restaurants
6345,"""The Cheese Shop""","""116 Northgate Street""",Chester,CH1 2HT,5,5,1,Restaurants;Food;Cheese Shops;Specialty Food;Delis
6346,"""McDonald's""","""3130 E Broadway Rd""",Phoenix,85040,1.5,19,1,Restaurants;Burgers;Fast Food
6347,"""Subway""","""1860 E Warner Rd, Ste 107""",Tempe,85284,3,10,1,Sandwiches;Restaurants;Fast Food
6348,"""McDonald's""","""210 N Service Rd W""",Oakville,L6M 2Y2,2.5,3,1,Burgers;Fast Food;Restaurants
6349,"""Barburrito - Sheppard""","""4918 Yonge St""",Toronto,M2N 5N5,2.5,38,1,Restaurants;Fast Food;Mexican
6350,"""Luo Restaurant""","""3575 Du Parc Avenue, Suite 560""",Montréal,H2X 3P9,3.5,15,1,Restaurants;Vietnamese;Coffee & Tea;Food
6351,"""The Brass Tap""","""1033 N Dobson Rd, Ste 104""",Mesa,85201,3.5,141,1,Beer Bar;Breweries;Food;American (New);American (Traditional);Restaurants;Beer;Wine & Spirits;Bars;Sports Bars;Nightlife
6352,"""Trenchers""","""New Quay Road""",Whitby,YO21 1DH,4,17,1,Seafood;Fish & Chips;British;Restaurants
6353,"""Five Guys""","""9180 Mentor Ave""",Mentor,44060,4.5,11,1,Fast Food;Burgers;Restaurants
6354,"""Rockhound Brewing Company""","""444 S Park St""",Madison,53715,3.5,107,1,Food;Breweries;American (Traditional);Pubs;Comfort Food;Nightlife;Bars;Restaurants
6355,"""YamChops""","""705 College Street""",Toronto,M6G 1C2,4.5,37,1,Food;Juice Bars & Smoothies;Vegetarian;Restaurants;Butcher;Vegan
6356,"""Cafe Joe""","""3068 Rue Saint-Antoine O""",Montréal,H4C 1A5,4,20,1,Local Flavor;Coffee & Tea;Breakfast & Brunch;Cafes;Food;Restaurants;French
6357,"""The Coop Chicken and Waffles""","""""",Pittsburgh,15222,4.5,12,1,Comfort Food;Food Trucks;Chicken Shop;Southern;Food;Waffles;Restaurants
6358,"""Five Guys""","""13971 Cedar Rd""",South Euclid,44118,4,21,1,American (New);Fast Food;Restaurants;Burgers
6359,"""Church's Chicken""","""7538 E McDowell Rd""",Scottsdale,85257,2.5,19,1,Fast Food;Restaurants;Food
6360,"""Veranda""","""Four Seasons Hotel, 3950 S Las Vegas Blvd""",Las Vegas,89109,4,422,1,Coffee & Tea;Bars;Food;Restaurants;Breakfast & Brunch;Italian;Nightlife
6361,"""Potbelly Sandwich Shop""","""3131 S Market St, Ste 113""",Gilbert,85295,3.5,41,1,Fast Food;Restaurants;Sandwiches;Soup;Salad;Delis
6362,"""La Belle et la Barbe""","""5961 Boulevard Cousineau""",Saint-Hubert,J3Y 7P5,4,6,1,French;Restaurants;Food
6363,"""Al Taib Grill""","""1625 Maisonneuve Boulevard W, Suite 407""",Montréal,H3H,3,4,1,Halal;Restaurants;Arabian;Food
6364,"""McDonald's""","""601 N Stephanie St""",Henderson,89014,2.5,44,1,Restaurants;Fast Food;Burgers
6365,"""Subway""","""731 Bloor Street W""",Toronto,M6G 1L5,2.5,5,1,Restaurants;Fast Food;Sandwiches
6366,"""Taco Bell""","""2005 McCoy Rd""",Sun Prairie,53590,2.5,13,1,Tex-Mex;Fast Food;Restaurants;Mexican
6367,"""Chick-fil-A""","""7850 Mentor Ave""",Mentor,44060,3.5,4,1,Caterers;Fast Food;Event Planning & Services;Chicken Wings;Food;Restaurants
6368,"""Sushi K Express""","""1769-250 the E Mall""",Toronto,M9B 6L3,3.5,4,1,Japanese;Specialty Food;Sushi Bars;Imported Food;Restaurants;Ethnic Food;Food
6369,"""Altius""","""1230 Grandview Ave""",Pittsburgh,15211,4.5,396,1,Desserts;Event Planning & Services;Restaurants;Nightlife;Bars;American (New);Venues & Event Spaces;Food
6370,"""Subway""","""9666 E Riggs Rd""",Sun Lakes,85248,3,5,1,Sandwiches;Fast Food;Restaurants
6371,"""Lola's Kusina""","""96 Rexdale Boulevard""",Etobicoke,M9W 1N7,4,16,1,Specialty Food;Ethnic Food;Restaurants;Filipino;Food
6372,"""Taco Bell""","""310 W Main St""",Mesa,85201,4,16,1,Restaurants;Tex-Mex;Mexican;Fast Food
6373,"""SlickMeals""","""6000 S Durango Dr""",Las Vegas,89113,4,6,1,Restaurants;Comfort Food
6374,"""Mcdonald's""","""1900 Major Mackenzie Drive W""",Vaughan,L6A 4R9,1.5,3,1,Restaurants;Fast Food
6375,"""Taco Bell""","""1094 Concord Pkwy N""",Concord,28027,1.5,6,1,Mexican;Tex-Mex;Fast Food;Restaurants
6376,"""Wood Fired Flatbreads""","""625 Lowries Run Rd, Ste 200""",Pittsburgh,15237,4.5,11,1,Food Trucks;Restaurants;Food;Pizza;Caterers;Event Planning & Services
6377,"""Jersey Mike's Subs""","""1710 Gold Hill Rd""",Fort Mill,29708,4,10,1,Sandwiches;Restaurants;Fast Food;Delis
6378,"""Arby's""","""2685 State Rd""",Cuyahoga Falls,44223,4,6,1,Fast Food;Restaurants;Sandwiches
6379,"""Swiss Chalet Rotisserie & Grill""","""60 Overlea Blvd""",Toronto,M4H 1B6,3,5,1,Canadian (New);American (Traditional);Comfort Food;Restaurants
6380,"""Rechberg""","""Haußmannstr. 137""",Stuttgart,70188,3.5,7,1,Food;Restaurants;Coffee & Tea;Cafes;Swabian
6381,"""Great Lakes Brewing Company""","""2516 Market Ave""",Cleveland,44113,4,751,1,Breweries;Restaurants;Event Planning & Services;Venues & Event Spaces;American (Traditional);Food;American (New)
6382,"""Meow Cat Cafe""","""556 Mount Pleasant Road""",Toronto,M4S 2M6,3,21,1,Restaurants;Coffee & Tea;Cafes;Food
6383,"""The Coffee Press""","""280 S Green Valley Pkwy""",Henderson,89012,4.5,38,1,Internet Cafes;Cafes;Food;Sandwiches;Breakfast & Brunch;Restaurants;Coffee & Tea
6384,"""Bibiano's Mexican Restaurant""","""10651 W Olive Ave, Ste 106""",Peoria,85345,3.5,88,1,Restaurants;New Mexican Cuisine;Tacos;Sandwiches;Seafood;Mexican
6385,"""BJ's Restaurant & Brewhouse""","""9748 W. Northern Ave.""",Peoria,85345,3.5,302,1,Restaurants;Food;Breweries;American (New);Pizza
6386,"""Spin Dessert Cafe Vaughan""","""7600 Weston Rd""",Vaughan,L4L 9L9,3,62,1,Food;Coffee & Tea;Cafes;Desserts;Restaurants
6387,"""Presidio Cocina Mexicana""","""519 W Thomas Rd""",Phoenix,85013,4.5,396,1,Cafes;Nightlife;Restaurants;Breakfast & Brunch;Coffee & Tea;Cocktail Bars;Beer;Wine & Spirits;Food;Mexican;Bars
6388,"""Sambalatte Torrefazione""","""750 S Rampart Blvd, Ste 9""",Las Vegas,89145,4,805,1,Breakfast & Brunch;Cafes;Food;Restaurants;Coffee & Tea;American (New)
6389,"""Olive & Gourmando""","""351 Rue Saint-Paul Ouest""",Montréal,H2Y 2A7,4.5,873,1,Cafes;Bakeries;Food;Sandwiches;Restaurants;Breakfast & Brunch
6390,"""Me.n.u Food Truck""","""420 Queen Street W""",Toronto,M5V 2A7,4,22,1,Restaurants;Asian Fusion;Food Delivery Services;Food;Food Trucks;Caterers;Event Planning & Services
6391,"""The Junction Kitchen & Bar""","""3820 Victoria Park Avenue""",Toronto,M2H 3H7,2.5,27,1,Gastropubs;Restaurants;Nightlife;Comfort Food;Bars;Chicken Wings
6392,"""Shamrock Burgers""","""6109 Kingston Road""",Scarborough,M1C 1K5,3,23,1,Hot Dogs;Burgers;Pizza;Restaurants;Seafood
6393,"""Panda Express""","""4750 S 48th St, Ste 121""",Phoenix,85040,2.5,41,1,Restaurants;Fast Food;Chinese
6394,"""Tim Hortons""","""1493 Finch Avenue W""",North York,M3J 2G7,3,4,1,Cafes;Restaurants;Coffee & Tea;Food
6395,"""Cuisine Pronto MTL""","""2025 Avenue du Mont-Royal E""",Montréal,H2H 1J7,4,10,1,Restaurants;Sandwiches;Food Delivery Services;Italian;Pizza;Food;Comfort Food;Salad
6396,"""Gringo Star Street Bar""","""501 S Mill Ave, Ste 101""",Tempe,85281,3,135,1,Nightlife;Barbeque;Sports Bars;Bars;Fast Food;Restaurants;Burgers;Food
6397,"""Curryteria""","""Breitwiesenstr. 11""",Stuttgart,70565,4,6,1,Curry Sausage;Fast Food;Restaurants
6398,"""Streets On Carson""","""1120 E Carson St""",Pittsburgh,15203,4.5,97,1,Restaurants;Nightlife;Tapas/Small Plates;French;Sandwiches;Cocktail Bars;Desserts;Food;Bars
6399,"""Bouffe Dave Plant Food""","""1206 Boulevard de Maisonneuve E""",Montréal,H2L 1Z9,5,5,1,Coffee & Tea;Salad;Restaurants;Food;Bakeries;Sandwiches;Specialty Food;Breakfast & Brunch
6400,"""Cacao 70""","""28 Gristmill Lane""",Toronto,M5A 3C4,3.5,120,1,Chocolatiers & Shops;Restaurants;Food;Cafes;Breakfast & Brunch;Desserts;Specialty Food
6401,"""Cabo Mexican Restaurant""","""4111 Boulder Hwy""",Las Vegas,89121,3,48,1,Seafood;American (Traditional);Restaurants;Buffets;Steakhouses;Italian;Mexican
6402,"""Khan Murjan Cafe""","""1675 The Chase, Trailer 17""",Mississauga,L5M 5A2,4,8,1,Restaurants;Event Planning & Services;Caterers;Middle Eastern;Food;Bakeries
6403,"""Domino's Pizza""","""11445 E Via Linda""",Scottsdale,85259,2,21,1,Food;Restaurants;Pizza;Food Delivery Services;Chicken Wings;Sandwiches
6404,"""Jefe's Taco Shop""","""5700 Sky Pointe Dr""",Las Vegas,89130,4.5,363,1,Fast Food;Restaurants;Breakfast & Brunch;Mexican
6405,"""Tsing Tao Chinese Cuisine""","""542 W Baseline Rd, Ste 102""",Mesa,85210,3.5,57,1,Restaurants;Food;Chinese;Food Delivery Services
6406,"""Subway""","""Wilhelmstr. 17""",Ludwigsburg,71634,3.5,11,1,Restaurants;Fast Food;Sandwiches
6407,"""Subway""","""1515 E Buckeye Rd""",Phoenix,85034,2.5,6,1,Sandwiches;Fast Food;Food;Restaurants
6408,"""Forgotten Taste Pierogies""","""11978 Rt 19""",Wexford,15090,4.5,26,1,Food;Restaurants;Ethnic Food;Desserts;Beverage Store;Imported Food;Polish;Specialty Food
6409,"""Pâtisserie Lajeunesse Vimont""","""1773 Boulevard des Laurentides""",Laval,H7M 2P5,4.5,3,1,Restaurants;Bakeries;Food;Portuguese;Food Stands;Imported Food
6410,"""Hon Machi Sushi""","""1949 W Ray Rd, Ste 32""",Chandler,85224,3.5,143,1,Sushi Bars;Teppanyaki;Japanese;Seafood;Restaurants
6411,"""Presse Cafe""","""85 Bloor Street E""",Toronto,M4W 3Y1,3.5,24,1,Restaurants;Breakfast & Brunch;Cafes;Coffee & Tea;Food;Sandwiches
6412,"""Café Dépôt""","""1800 Rue Sainte-Catherine Est""",Montréal,H2K 2H3,3,8,1,Internet Cafes;Cafes;Food;Restaurants
6413,"""The Spot to Eat""","""9001 Dean Martin Dr""",Las Vegas,89139,4,3,1,Food;Restaurants;Food Trucks;Burgers
6414,"""McDonalds""","""1050 Graham Rd""",Stow,44224,2,4,1,Burgers;Restaurants;Fast Food
6415,"""Dairy Queen""","""4846 Library Rd""",Bethel Park,15102,4,9,1,Juice Bars & Smoothies;Fast Food;Ice Cream & Frozen Yogurt;Food;Restaurants
6416,"""Hollywood Coffee""","""393 W Warner Rd""",Chandler,85225,5,4,1,Breakfast & Brunch;Coffee & Tea;Food;Restaurants
6417,"""Jack In The Box""","""850 E Guadalupe Rd""",Tempe,85283,3,16,1,Fast Food;Hot Dogs;Restaurants
6418,"""Dotty's""","""1350 E Flamingo Rd""",Las Vegas,89109,2,5,1,Food;Beer;Wine & Spirits;Restaurants;Breakfast & Brunch
6419,"""Gushi Japanese Street Food""","""238 Queen Street W""",Toronto,M5V 1Z7,4,28,1,Food Court;Food;Comfort Food;Japanese;Restaurants;Street Vendors
6420,"""McDonald's""","""906 W Bloomington Rd""",Champaign,61821,1.5,15,1,Burgers;Fast Food;Restaurants
6421,"""Food For You""","""189 Morningside Rd""",Edinburgh,EH10 4QP,3,3,1,Fast Food;Restaurants;Chinese
6422,"""Bruegger's Bagels""","""210 East Trade St, Ste 226""",Charlotte,28202,3.5,37,1,Sandwiches;Food;Restaurants;Breakfast & Brunch;Bagels
6423,"""Mediterranean Market""","""6020 Spring Mountain Rd""",Las Vegas,89103,4,20,1,Middle Eastern;Restaurants;Food;Mediterranean;International Grocery;Grocery
6424,"""McDonald's""","""2845 W Thunderbird Rd""",Phoenix,85053,2,31,1,Burgers;Fast Food;Restaurants
6425,"""Midwood Smokehouse""","""1401 Central Ave""",Charlotte,28205,4.5,1192,1,Smokehouse;Pizza;Food;Restaurants;Barbeque;American (Traditional)
6426,"""The Capital Grille""","""25389 Cedar Rd""",Lyndhurst,44124,4.5,59,1,Steakhouses;Seafood;Wine Bars;American (Traditional);Nightlife;Bars;Restaurants
6427,"""Thai Chili 2 Go - Chandler""","""2895 S Alma School Rd, Ste 4""",Chandler,85286,3.5,75,1,Thai;Desserts;Food;Restaurants
6428,"""Sindelfinger Tor""","""Untere Vorstadt 3""",Sindelfingen,71063,4,4,1,Food;Shopping;Restaurants;Tobacco Shops;Kebab
6429,"""Wendy's""","""9801 Jane Street""",Maple,L6A 3N9,2.5,5,1,Fast Food;Burgers;Restaurants
6430,"""La Coppa Gelato Cafe""","""341 State St""",Madison,53703,4,27,1,Desserts;Food;Coffee & Tea;Ice Cream & Frozen Yogurt;Gelato;Restaurants
6431,"""Downtown 140""","""140 N Main St""",Hudson,44236,4,66,1,Bars;Nightlife;Restaurants;American (New);Pasta Shops;Specialty Food;Wine Bars;Food
6432,"""Bob's Donut Shop""","""500 Pine Hollow Rd""",McKees Rocks,15136,4.5,19,1,Donuts;Sandwiches;Food;Coffee & Tea;Restaurants
6433,"""Pit Stop Deli""","""19609 Puritas Ave""",Cleveland,44135,3.5,10,1,Food;Delis;Restaurants;Beer;Wine & Spirits
6434,"""Popeyes Louisiana Kitchen""","""4645 Northfield Rd""",North Randall,44128,3.5,3,1,Chicken Wings;Restaurants;Fast Food
6435,"""Santa Ana Cafe""","""714 N Nellis Blvd""",Las Vegas,89110,3.5,13,1,Restaurants;Soul Food;Mexican;Salvadoran;Latin American
6436,"""Richtree Eaton Centre""","""Toronto Eaton Centre, 14 Queen Street W""",Toronto,M5B 2H1,2.5,63,1,Pizza;Food;American (Traditional);Canadian (New);Specialty Food;Restaurants;Beer;Wine & Spirits;Sushi Bars;Grocery
6437,"""Subway""","""1100 Royalton Rd""",Broadview Heights,44147,2.5,6,1,Fast Food;Sandwiches;Restaurants
6438,"""AZ Food Crafters""","""961 W Ray Rd, Ste 1""",Chandler,85225,4.5,93,1,Empanadas;Caterers;Food;Event Planning & Services;Cafes;Breakfast & Brunch;Restaurants;Bakeries;Specialty Food;Desserts;Food Delivery Services
6439,"""Culvers""","""8330 W Deer Valley Rd""",Peoria,85382,4,20,1,Burgers;Food;Ice Cream & Frozen Yogurt;Restaurants;Fast Food
6440,"""Popeyes Louisiana Kitchen""","""62 Overlea Blvd""",East York,M4H 1C4,2,13,1,Fast Food;Chicken Wings;Restaurants
6441,"""The Mount Everest""","""611 Kingston Road""",Ajax,L1S 6L9,4,34,1,Restaurants;Middle Eastern;Vegetarian;Indian;Seafood;Pakistani;Caterers;Event Planning & Services
6442,"""Big Apple Bagels""","""1354 N Bird St""",Sun Prairie,53590,3,6,1,Delis;Bagels;Breakfast & Brunch;Restaurants;Food
6443,"""Ten Ren's Tea""","""9570 Mccowan Road""",Markham,L6C 3G5,2.5,37,1,Taiwanese;Cafes;Food;Asian Fusion;Restaurants;Tea Rooms
6444,"""DelMonaco""","""2968 St Charles Road""",Kirkland,H9H 3B7,3.5,6,1,Pizza;Food;Restaurants;Italian;Specialty Food
6445,"""Second Cup""","""York University, 4700 Keele Street""",Toronto,M3J 1P3,4,10,1,Food;Coffee & Tea;Restaurants;Breakfast & Brunch
6446,"""Toast""","""728 State St""",Madison,53706,4,20,1,Fast Food;Food Stands;Food;Street Vendors;Sandwiches;Restaurants;Food Trucks;Specialty Food
6447,"""Stewart's Smokin Backyard BBQ""","""""",Kirtland,44094,4.5,3,1,Food;Barbeque;Caterers;Restaurants;Event Planning & Services;Food Trucks
6448,"""Foster's Grille""","""8520 Pit Stop Rd, Ste 10""",Charlotte,28027,4,66,1,American (Traditional);Restaurants;Burgers;Fast Food
6449,"""Starbucks""","""5210 W Baseline Rd""",Laveen,85339,2.5,7,1,Food;Restaurants;Coffee & Tea;Cafes
6450,"""Pizza My Dear""","""9320 W Flamingo Rd, Ste 2""",Las Vegas,89147,4,75,1,Restaurants;Food Delivery Services;Desserts;Salad;Chicken Wings;Pizza;Food
6451,"""Echo Coffee""","""2902 N 68th St, Ste 135""",Scottsdale,85251,4,355,1,Desserts;Sandwiches;Food;Restaurants;Coffee & Tea
6452,"""Pinnacle Grille""","""10428 E Jomax Rd""",Scottsdale,85262,3.5,132,1,Restaurants;Fast Food;American (Traditional);American (New);Burgers
6453,"""Noodles & Company""","""8926 J M Keynes Dr""",Charlotte,28262,4,37,1,Salad;American (New);Soup;Noodles;Food;Italian;Asian Fusion;Thai;Specialty Food;Pasta Shops;Restaurants
6454,"""Swiss Chalet Rotisserie & Grill""","""150 West Dr""",Brampton,L6T 4P9,1.5,9,1,American (Traditional);Barbeque;Restaurants;Comfort Food
6455,"""Antico Italian Restaurant""","""9719 Sam Furr Rd, Unit C""",Huntersville,28078,4.5,83,1,Italian;Restaurants;Pizza;Seafood
6456,"""Burger King""","""Flughafen Stuttgart, Terminal 1, Ebene 4""",Stuttgart,70629,3,12,1,Burgers;Fast Food;Restaurants
6457,"""The Jackman Bar & Restaurant""","""918 Jackman Ave""",Avalon,15202,3,6,1,Dive Bars;Nightlife;Restaurants;Bars;Comfort Food
6458,"""Burger King Restaurants""","""6010 Dixie Road""",Mississauga,L5T 1A6,3,3,1,Burgers;Restaurants;Fast Food;Hot Dogs
6459,"""Mariscos Playa Escondida""","""1203 E Charleston Blvd, Ste 140""",Las Vegas,89104,4.5,362,1,Mexican;Restaurants;Ethnic Food;Food;Seafood;Specialty Food
6460,"""Piacquadio's Italian Restaurant & Lounge""","""300 Mt Lebanon Blvd""",Pittsburgh,15234,4,17,1,Restaurants;Pizza;Italian;Seafood
6461,"""Joe Bird""","""207 Queens Quay W""",Toronto,M5J,4,32,1,Beer Bar;Beer;Wine & Spirits;Nightlife;Ice Cream & Frozen Yogurt;Restaurants;Food;Bars;Chicken Shop
6462,"""Denny's""","""825 S 48th St""",Tempe,85281,3,28,1,Food;Restaurants;Breakfast & Brunch;American (Traditional);Diners;American (New)
6463,"""Chick-fil-A""","""12031 N Tatum Blvd""",Phoenix,85028,4,72,1,Event Planning & Services;Fast Food;Caterers;Restaurants
6464,"""Taco Bell""","""1800 E Woodlawn Rd""",Charlotte,28209,2,18,1,Restaurants;Mexican;Tex-Mex;Fast Food
6465,"""Nahla's Cuisine""","""20 Dewside Drive, Unit 8""",Brampton,L6R 3C2,4,16,1,Middle Eastern;Mediterranean;Fast Food;Restaurants;Falafel;Halal
6466,"""Farley's Pizzeria""","""15025 Lancaster Hwy""",Charlotte,28277,3.5,39,1,Food Delivery Services;Pizza;Restaurants;Food
6467,"""Lost Dutchman Coffee House""","""12 N Center St""",Mesa,85201,3.5,80,1,Food;Restaurants;Cafes;Coffee & Tea
6468,"""BellyBuster Submarines""","""389 King Street W""",Toronto,M5V 1K1,3,60,1,Restaurants;Food;Sandwiches
6469,"""Red Lobster""","""8012 Concord Mills Blvd""",Concord,28027,2.5,63,1,Seafood;American (Traditional);Restaurants
6470,"""Carl's Jr.""","""150 S Rainbow Blvd""",Las Vegas,89145,2.5,24,1,Fast Food;Restaurants;Burgers
6471,"""Dunkin' Donuts""","""541-543 Carnot Rd""",Moon,15108,4,8,1,Breakfast & Brunch;Donuts;Coffee & Tea;Restaurants;Bagels;Food
6472,"""McDonald's""","""3455 W Peoria Ave""",Phoenix,85051,1.5,22,1,Burgers;Restaurants;Fast Food
6473,"""Plate & Bowl""","""5904 Bryant St""",Pittsburgh,15206,4,22,1,Ramen;Acai Bowls;Japanese;Food;Restaurants;Juice Bars & Smoothies;Tapas/Small Plates
6474,"""Fat Louie's BBQ""","""110 W Toronto Street""",Toronto,M6N 3E4,4.5,23,1,Restaurants;Southern;Food Trucks;Food
6475,"""McDonald's""","""65 S Valle Verde Dr""",Henderson,89012,2,54,1,Burgers;Fast Food;Restaurants
6476,"""Taco Bell""","""9019 N 19th Ave.""",Phoenix,85021,3.5,13,1,Mexican;Restaurants;Tex-Mex;Fast Food
6477,"""Dipstick Waffles & Bakery""","""721 N Central Ave""",Phoenix,85004,3.5,5,1,Desserts;Restaurants;Food Trucks;Waffles;Food
6478,"""Bosa Donuts""","""37 W Baseline Rd""",Tempe,85283,4,73,1,Restaurants;Breakfast & Brunch;Food;Donuts
6479,"""Eiscafé Venezia""","""Hauptstr. 50""",Leinfelden-Echterdingen,70771,4.5,14,1,Ice Cream & Frozen Yogurt;Food;Restaurants;Parent Cafes
6480,"""Villa Madina""","""Yorkdale Mall, 3401 Dufferin Street""",North York,M6A 2T9,2,16,1,Food;Restaurants;Canadian (New)
6481,"""Red Lobster""","""7744 Reynolds Rd""",Mentor,44060,2.5,35,1,Seafood;American (Traditional);Restaurants
6482,"""Barburrito - Woodbridge""","""8290 Hwy 27, Unit 9""",Woodbridge,L4H 0R9,2.5,3,1,Restaurants;Fast Food;Mexican
6483,"""Elliott's BBQ and Steakhouse""","""611 Old Clairton Rd""",Pittsburgh,15236,4,15,1,Barbeque;Bars;Steakhouses;Restaurants;Nightlife;Food
6484,"""Port 1 Cafe""","""1 Hurontario Street""",Mississauga,L5G 0A3,4.5,26,1,Coffee & Tea;Restaurants;Desserts;Food;Sandwiches
6485,"""Green Tea Lounge""","""3160 Steeles Avenue E, Unit 118""",Markham,L3R 4G9,3.5,30,1,Food;Japanese;Coffee & Tea;Restaurants
6486,"""McDonald's""","""12 Munroe Falls Ave""",Munroe Falls,44262,4,6,1,Fast Food;Restaurants;Burgers
6487,"""Peter Allen's""","""613 Penn Ave""",Pittsburgh,15222,2.5,42,1,Italian;Restaurants;Seafood;Diners
6488,"""Falls Mediterranean Food Mart & Grill""","""526 Graham Rd""",Cuyahoga Falls,44221,4.5,13,1,Convenience Stores;Restaurants;Mediterranean;Food;Grocery;Middle Eastern
6489,"""Jack in the Box""","""7980 S Rainbow Blvd""",Las Vegas,89139,2,23,1,Fast Food;Burgers;Restaurants
6490,"""Dunk'n Dip""","""241 Lakeshore Road E""",Mississauga,L5G 1G8,3.5,142,1,Desserts;Coffee & Tea;American (Traditional);Food;Restaurants
6491,"""Black Cat Coffee House""","""4730 E Indian School Rd, Ste 120""",Phoenix,85018,4,159,1,Internet Cafes;Cafes;Breakfast & Brunch;Restaurants;Coffee & Tea;Sandwiches;Food
6492,"""Gramma's Oven European Bakery & Café""","""12960 Yonge Street""",Richmond Hill,L4E 1A1,4,14,1,Restaurants;Bakeries;Coffee & Tea;Food
6493,"""Subway""","""220 E Warren""",Saint Joseph,61873,3,3,1,Restaurants;Sandwiches;Fast Food
6494,"""MOD Pizza""","""4025 E Chandler Blvd, Ste 74""",Phoenix,85048,4,67,1,Fast Food;Pizza;Restaurants
6495,"""Tasty House""","""3255 Highway 7 E""",Markham,L3R 3P9,4,39,1,Food;Coffee & Tea;Fast Food;Creperies;Restaurants;Desserts
6496,"""Les Gourmandises de Peyton""","""371 Rue Roy E""",Montréal,H2W 1N1,4.5,3,1,Cafes;Desserts;Restaurants;Food;Coffee & Tea
6497,"""Tan Lac Vien""","""2114 Murray Ave""",Pittsburgh,15217,3.5,191,1,Restaurants;Vegetarian;Vietnamese;Food
6498,"""Which Wich Superior Sandwiches""","""970 Branchview Dr NE, Ste 220""",Concord,28025,2,8,1,Ice Cream & Frozen Yogurt;Restaurants;Desserts;Sandwiches;Food
6499,"""Arby's""","""31219 Vine St""",Wickliffe,44092,4,4,1,American (Traditional);Fast Food;Sandwiches;Restaurants
6500,"""Le Moineau Masqué""","""912 Rue Marie Anne Est""",Montréal,H2J 2B3,4,35,1,Cafes;Coffee & Tea;Restaurants;Food
6501,"""Draai Laag Brewing Company""","""501 E Ohio St""",Millvale,15209,4,59,1,Food;Beer Bar;Tacos;Breweries;Sandwiches;Barbeque;Bars;Pubs;Mexican;Nightlife;Beer Gardens;American (New);Restaurants
6502,"""Tian Fu Chinese Restaurant""","""4771 Steeles Avenue E""",Toronto,M1V,3,12,1,Beer;Wine & Spirits;Nightlife;Chinese;Asian Fusion;Restaurants;Food;Bars
6503,"""Waffle Bar @ Venitian""","""3377 S Las Vegas Blvd""",Las Vegas,89109,3.5,69,1,Desserts;Breakfast & Brunch;Food;Waffles;Restaurants
6504,"""Jack In the Box""","""3618 E Franklin Blvd""",Gastonia,28056,1.5,5,1,Restaurants;Fast Food;Burgers
6505,"""McDonald's""","""2116 Kipling Ave""",Toronto,M9W 4K4,1.5,3,1,Restaurants;Fast Food;Burgers
6506,"""Starbucks""","""3801 Las Vegas Blvd S""",Las Vegas,89109,3,12,1,Cafes;Coffee & Tea;Restaurants;Food
6507,"""Hickory Tavern""","""6455 Old Monroe Rd""",Indian Trail,28079,2,81,1,Bars;Chicken Wings;Sports Bars;American (Traditional);Restaurants;Comfort Food;Nightlife
