,id,hotel_name,hotel_rating,amenities,address,country,price
1583,1584,Chalet Continental Motel,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Sauna, Wheelchair Access, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms",1450 5th Avenue Valemount British Columbia,Canada,95
1584,1585,Canadas Best Value Inn Valemount,3,"Pool, Free parking, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Business Centre with Internet Access, Heated pool, Hot Tub, Indoor pool, Laundry Service, Non-smoking hotel, Public Wi",1501 Swift Creek Road Valemount British Columbia,Canada,67
1585,1586,Alpine Inn,2.5,"Pool, Free parking, Free High Speed Internet (WiFi), Golf Course, Indoor pool, Laundry Service, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Sauna, Wheelchair Access, Air conditioning, Microwave, Refri",1470 5th Ave Valemount British Columbia,Canada,116.5294118
1586,1587,Rocky Inn,2.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Wheelchair Access, Air conditioning, Family Rooms, Non-smoking rooms",935 Cranberry Lake Road Valemount British Columbia,Canada,116.5294118
1587,1588,Yellowhead Motel,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Wheelchair Access, Air conditioning, Refrigerator in room, Non-smoking rooms",1475 5th Avenue Valemount British Columbia,Canada,116.5294118
1588,1589,Dream Catcher Inn,4.5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Non-smoking hotel, Non-smoking rooms",310 Highway 5 North Valemount British Columbia,Canada,116.5294118
1589,1590,Terracana Ranch Resort,4.5,"Free parking, Free Internet, BarorLounge, Fitness Centre with Gym or Workout Room, Banquet Room, Concierge, Conference Facilities, Laundry Service, Meeting rooms, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friend",12155 Hwy 16 Valemount British Columbia,Canada,116.5294118
1590,1591,Rose Cottage Bed & Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Family Rooms, Non-smoking rooms",1900 Cranberry Place Valemount British Columbia,Canada,125
1591,1592,Willow Ranch,5,"Free parking, Free High Speed Internet (WiFi), Pets Allowed ( Dog or Pet Friendly ), Microwave, Refrigerator in room, Family Rooms, Kitchenette",Cranberry Lake Rd 1905 Valemount British Columbia,Canada,99
1592,1593,Bearberry Meadows Guest House,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Room service, Non-smoking hotel, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",12190 Crown Rd Valemount British Columbia,Canada,116.5294118
1593,1594,Summit River Lodge & Campsites,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast Available, Concierge, Hot Tub, Non-smoking hotel, Public Wifi, Wheelchair Access, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms, Suites",19345 Highway 5 South Valemount British Columbia,Canada,116.5294118
1594,1595,Twin Peaks Resort,4.5,"Free parking, Free High Speed Internet (WiFi), Concierge, Golf Course, Non-smoking hotel, Tennis Court, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms",60 Jack Adams Road Valemount British Columbia,Canada,116.5294118
1595,1596,Mount Robson Lodge & Robson Shadows Campground,4.5,"Free parking, Refrigerator in room, Kitchenette",Highway 16 Valemount British Columbia,Canada,116.5294118
1596,1597,Jailhouse Bed & Breakfast,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Business Centre with Internet Access, Non-smoking hotel, Family Rooms, Non-smoking rooms",1433 6th Avenue Valemount British Columbia,Canada,115
1597,1598,Heavens Edge Mountain Lodge,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Wheelchair Access, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",13655 Glacier Road Valemount British Columbia,Canada,116.5294118
1598,1599,Kerstins Chalet,4.5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Non-smoking hotel",1087 Cranberry Lake Road Valemount British Columbia,Canada,116.5294118
1599,1600,Mountain Driftwood Gallery & Lodging,4.5,Free Internet,1133-6 Avenue Valemount British Columbia,Canada,116.5294118
1600,1601,Wilderness Creek Cabins,4.5,"Free parking, Free High Speed Internet (WiFi), Pets Allowed ( Dog or Pet Friendly ), Kitchenette, Suites",5-60 North Hwyway Valemount British Columbia,Canada,116.5294118
1601,1602,Cougar Mountain Lodge,4,"Free parking, Free High Speed Internet (WiFi), Golf Course, Hot Tub, Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Minibar",4540 North Highway 5 Valemount British Columbia,Canada,116.5294118
1602,1603,Robson Valley Chalet,3.5,"Free Internet, Pets Allowed ( Dog or Pet Friendly ), Microwave, Refrigerator in room, Kitchenette",15663 Old Tete Jaune Road Valemount British Columbia,Canada,116.5294118
1603,1604,Valemount Hotel,3,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Microwave, Refrigerator in room, Family Rooms, Non-smoking rooms",1200 Main Street Valemount British Columbia,Canada,70
1604,1605,Premier Mountain Lodge & Suites,2.5,"Free parking, Free High Speed Internet (WiFi), Spa, Golf Course, Indoor pool, Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Wheelchair Access, Air conditioning, Microwave, Refrigerator in room, Non-smok",1495 6th Avenue on Karas Drive Valemount British Columbia,Canada,130
1605,1606,Stone Haven Inn B&B,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Kitchenette, Non-smoking rooms",3235 Saywer Road Valemount British Columbia,Canada,116.5294118
1606,1607,iRVin's RV Park & Campground,4,"Free High Speed Internet (WiFi), Pets Allowed ( Dog or Pet Friendly )",360 Loseth Road Valemount British Columbia,Canada,116.5294118
1607,1608,Canoe River Campground,3.5,"Babysitting, Children Activities (Kid or Family Friendly)",Southern Yellowhead Hwy Valemount British Columbia,Canada,116.5294118
1608,1609,Hotel & Spa Le Germain Charlevoix,4.5,"Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Pool, Spa, Fitness Centre with Gym or Workout Room, Babysitting, Banquet Room, Business Centre with Internet Access, Children Activities (Kid or Family Friendly), ",5 Baie-St-Paul Quebec,Canada,116.5294118
1609,1610,Auberge La Muse,4,"Restaurant, Free parking, BarorLounge, Business Centre with Internet Access, Conference Facilities, Electric vehicle charging station, Golf Course, Meeting rooms, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in roo",39 rue Saint-Jean-Baptiste Baie-St-Paul Quebec,Canada,116.5294118
1610,1611,Motel des Cascades,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Air conditioning, Microwave, Refrigerator in room, Accessible rooms, Non-smoking rooms",907 Boulevard Monseigneur de Laval Baie-St-Paul Quebec,Canada,79
1611,1612,Auberge La Grande Maison,4.5,"Free parking, BarorLounge, Spa, Free High Speed Internet (WiFi), Breakfast included, Pool, Babysitting, Concierge, Golf Course, Hot Tub, Non-smoking hotel, Sauna, Wheelchair Access, Air conditioning, Non-smoking rooms, Suite",160 St-Jean Baptiste Baie-St-Paul Quebec,Canada,115
1612,1613,Auberge Cap-aux-corbeaux,4.5,"Free parking, Free High Speed Internet (WiFi), Meeting rooms, Non-smoking hotel, Public Wifi, Refrigerator in room, Family Rooms, Non-smoking rooms",62 rue du Nordet Baie-St-Paul Quebec,Canada,105
1613,1614,Auberge L'Estampilles,5,"Free parking, Free High Speed Internet (WiFi), Restaurant, BarorLounge, Breakfast Available, Concierge, Electric vehicle charging station, Hot Tub, Laundry Service, Meeting rooms, Multilingual Staff, Non-smoking hotel, Public Wifi",24 Ch du Cap-aux-Corbeaux Nord Baie-St-Paul Quebec,Canada,116.5294118
1614,1615,Gite Au Perchoir,5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Non-smoking rooms",443 Cap aux Rets Baie-St-Paul Quebec,Canada,149
1615,1616,Gite TerreCiel,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Breakfast Available, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Air conditioning, Family Rooms, Non-smoking rooms",11 Baie-St-Paul Quebec,Canada,116.5294118
1616,1617,Nature et Pinceaux,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Public Wifi, Family Rooms, Non-smoking rooms",3 Baie-St-Paul Quebec,Canada,116.5294118
1617,1618,A la Chouette,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Family Rooms, Non-smoking rooms, Suites", Baie-St-Paul Quebec,Canada,119
1618,1619,Les Petits Brasseurs,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Concierge, Multilingual Staff, Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",3 Baie-St-Paul Quebec,Canada,116.5294118
1619,1620,Gite Au Clocheton,5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Non-smoking rooms",5 Baie-St-Paul Quebec,Canada,116.5294118
1620,1621,Aux Portes du Soleil,4.5,"Free parking, Free High Speed Internet (WiFi), Multilingual Staff, Non-smoking hotel, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms",29 de la Lumiere Baie-St-Paul Quebec,Canada,116.5294118
1621,1622,Hotel Baie Saint Paul,4,"Free parking, Restaurant, Free High Speed Internet (WiFi), BarorLounge, Breakfast included, Banquet Room, Conference Facilities, Golf Course, Meeting rooms, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly )",8 Chemin du Golf Baie-St-Paul Quebec,Canada,116.5294118
1622,1623,Maison Otis,4,"Pool, Free parking, Restaurant, BarorLounge, Free High Speed Internet (WiFi), Hot Tub, Indoor pool, Non-smoking hotel, Public Wifi, Air conditioning",23 rue St-Jean-Baptiste Baie-St-Paul Quebec,Canada,135
1623,1624,Gite Les Colibris B&B,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Air conditioning, Non-smoking rooms",8 Baie-St-Paul Quebec,Canada,116.5294118
1624,1625,Auberge des Balcons,4.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Banquet Room, Breakfast Available, Conference Facilities, Golf Course, Meeting rooms, Non-smoking hotel, Public Wifi, Self-Serve Laundry, Wheelchair Access, Accessible ro",63 Ambroise Fafard street Baie-St-Paul Quebec,Canada,116.5294118
1625,1626,Maison Chez Laurent,3,"Room service, Free parking, Restaurant, Free High Speed Internet (WiFi), Breakfast Available, Public Wifi, Air conditioning, Microwave, Refrigerator in room",1493 Monseigneur-de Laval Blvd Baie-St-Paul Quebec,Canada,116.5294118
1626,1627,Le Domaine Belle Plage,3.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Pool, Spa, Concierge, Golf Course, Heated pool, Non-smoking hotel, Outdoor pool, Public Wifi, Wheelchair Access, Air conditioning, Accessible rooms, Family Ro",192 rue sainte-Ann Baie-St-Paul Quebec,Canada,100
1627,1628,Gite Le Noble Queteux,4.5,"Free parking, Free High Speed Internet (WiFi), Pets Allowed ( Dog or Pet Friendly ), Family Rooms",8 Cote du Queteux Baie-St-Paul Quebec,Canada,116.5294118
1628,1629,Auberge aux Petits Oiseaux,4.5,"Free parking, Spa, Free High Speed Internet (WiFi), Golf Course, Meeting rooms, Non-smoking hotel, Air conditioning",30 Boul Ambroise-Fafard Baie-St-Paul Quebec,Canada,93
1629,1630,Auberge Ancrage,4,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Business Centre with Internet Access, Non-smoking hotel, Public Wifi, Air conditioning, Accessible rooms, Non-smoking rooms",2 Baie-St-Paul Quebec,Canada,169
1630,1631,Camping Le Genevrier,3.5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Meeting rooms, Non-smoking hotel, Tennis Court",1175 Boul Monseigneur-De Laval Baie-St-Paul Quebec,Canada,116.5294118
1631,1632,L'Orange Bistro,3.5,"Free parking, Restaurant, Room service, Free High Speed Internet (WiFi), BarorLounge, Golf Course, Meeting rooms, Non-smoking hotel, Public Wifi, Wheelchair Access, Air conditioning, Family Rooms, Non-smoking rooms",2 Baie-St-Paul Quebec,Canada,116.5294118
1632,1633,Gite les Petites Mesanges,3,"Free parking, Restaurant, Spa, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Children Activities (Kid or Family Friendly), Shuttle Bus Service",106 Baie-St-Paul Quebec,Canada,116.5294118
1633,1634,Camping du Gouffre,3,"Microwave, Refrigerator in room, Kitchenette",439 chemin St-Lauren Baie-St-Paul Quebec,Canada,116.5294118
1634,1635,Hotels Gouverneur Trois-Rivieres,3.5,"Room service, Free parking, Restaurant, Free High Speed Internet (WiFi), Pool, BarorLounge, Fitness Centre with Gym or Workout Room, Banquet Room, Breakfast Available, Business Centre with Internet Access, Conference Facilities, Dry ",975 Rue Hart Trois-Rivieres Quebec,Canada,115
1635,1636,Holiday Inn Express & Suites Trois-Rivieres Ouest,4.5,"Free parking, Free High Speed Internet (WiFi), Pool, BarorLounge, Breakfast Available, Indoor pool, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Non-smoking rooms",2000 Rue Des Grand-Marches Trois-Rivieres Quebec,Canada,114
1636,1637,Rodeway Inn,2.5,"Pool, Free parking, Free High Speed Internet (WiFi), BarorLounge, Banquet Room, Breakfast Available, Conference Facilities, Golf Course, Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Sauna, Tennis Court, ",3600 Boul. Gene H Kruger Trois-Rivieres Quebec,Canada,116.5294118
1637,1638,Delta Hotels by Marriott Trois Rivieres Conference Centre,3.5,"Restaurant, Fitness Centre with Gym or Workout Room, Room service, Free High Speed Internet (WiFi), BarorLounge, Banquet Room, Business Centre with Internet Access, Concierge, Conference Facilities, Dry Cleaning, Golf Course, Laundry",1620 Rue Notre-Dame Centre Trois-Rivieres Quebec,Canada,118
1638,1639,Auberge Internationale de Trois-Rivieres,4,"Free High Speed Internet (WiFi), Non-smoking hotel, Family Rooms",497 rue Radisson Trois-Rivieres Quebec,Canada,116.5294118
1639,1640,Auberge du Lac Saint-Pierre,4.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Pool, Room service, BarorLounge, Spa, Breakfast Available, Business Centre with Internet Access, Conference Facilities, Hot Tub, Laundry Service, Meeting rooms, Multilin",10911 Notre-Dame West Street Trois-Rivieres Quebec,Canada,126
1640,1641,Hotel Oui GO!,4.5,"Free High Speed Internet (WiFi), Breakfast included, Banquet Room, Meeting rooms, Multilingual Staff, Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms",141 Trois-Rivieres Quebec,Canada,164
1641,1642,Motel le Marquis,4.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Golf Course, Non-smoking hotel, Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms, Suites",989 Trois-Rivieres Quebec,Canada,65
1642,1643,Gite Loiselle B&B,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Non-smoking hotel, Air conditioning, Non-smoking rooms",83 Trois-Rivieres Quebec,Canada,116.5294118
1643,1644,Days Inn by Wyndham Trois-Rivieres,3.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, BarorLounge, Dry Cleaning, Meeting rooms, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Self-Serve Laundry, Shuttle Bus Service, Wheelc",3155 Boulevard Saint Jean Trois-Rivieres Quebec,Canada,116.5294118
1644,1645,Super 8 by Wyndham Trois-Rivieres,4,"Pool, Free parking, Free High Speed Internet (WiFi), Breakfast included, Fitness Centre with Gym or Workout Room, Business Centre with Internet Access, Children Activities (Kid or Family Friendly), Dry Cleaning, Heated pool, Hot Tub, I",3185 Blvd. Saint-Jean Trois-Rivieres Quebec,Canada,98
1645,1646,Les Suites de Laviolette,4,"Pool, Free parking, Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, Business Centre with Internet Access, Dry Cleaning, Meeting rooms, Non-smoking hotel, Outdoor pool, Public Wifi, Tennis Court, Air conditi",7201 rue Notre-Dame Ouest Trois-Rivieres Quebec,Canada,100
1646,1647,Hotel-Motel Coconut,4,"Free parking, BarorLounge, Free High Speed Internet (WiFi), Breakfast Available, Casino and Gambling, Non-smoking hotel, Public Wifi, Wheelchair Access, Air conditioning, Microwave, Refrigerator in room, Accessible rooms, Family R",7531 Notre-Dame Ouest Trois-Rivieres Quebec,Canada,116.5294118
1647,1648,Miami Motel,4.5,"Free parking, Free High Speed Internet (WiFi), Dry Cleaning, Laundry Service, Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms",300 Ruw Antoine-Pinard Trois-Rivieres Quebec,Canada,116.5294118
1648,1649,Gite Saint-Laurent,4.5,"Pool, Free parking, Free High Speed Internet (WiFi), Babysitting, Children Activities (Kid or Family Friendly), Electric vehicle charging station, Golf Course, Non-smoking hotel, Outdoor pool, Public Wifi, Air conditioning, Family R",455 Trois-Rivieres Quebec,Canada,116.5294118
1649,1650,Motel Bellefeuille,3.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Microwave, Refrigerator in room, Non-smoking rooms",2070 rue Bellefeuille Trois-Rivieres Quebec,Canada,116.5294118
1650,1651,Le Deauville Motel,3.5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Spa, Breakfast Available, Concierge, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Wheelchair Access, Air conditioning, Microwave, Refriger",469 Trois-Rivieres Quebec,Canada,80
1651,1652,Les Studios du Huard,4,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms",4 Trois-Rivieres Quebec,Canada,85
1652,1653,Hotel Maison de la Madone,3.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Banquet Room, Breakfast Available, Business Centre with Internet Access, Concierge, Conference Facilities, Meeting rooms, Non-smoking hotel, Public Wifi, Self-Serve Laundry",10 Rue Denis-Caron Trois-Rivieres Quebec,Canada,99
1653,1654,Gite Soleil Levant,4.5,"Pool, Free High Speed Internet (WiFi), Indoor pool, Laundry Service, Non-smoking hotel, Air conditioning, Family Rooms, Non-smoking rooms",30 Trois-Rivieres Quebec,Canada,116.5294118
1654,1655,Appart Hotel Trois-Rivieres,4,"Free parking, Free High Speed Internet (WiFi), Concierge, Multilingual Staff, Non-smoking hotel, Public Wifi, Air conditioning, Microwave, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms, Suites",122 Trois-Rivieres Quebec,Canada,88
1655,1656,Maison Parc Delormier,4.5,"Pool, Free parking, Spa, Free High Speed Internet (WiFi), Hot Tub, Non-smoking hotel, Outdoor pool, Air conditioning",225 rue Delormier Trois-Rivieres Quebec,Canada,80
1656,1657,Auberge la Veranda,4.5,"Free High Speed Internet (WiFi), Fitness Centre with Gym or Workout Room, Babysitting, Children Activities (Kid or Family Friendly), Concierge, Dry Cleaning, Golf Course, Laundry Service, Non-smoking hotel, Public Wifi, Air conditionin",31 Trois-Rivieres Quebec,Canada,82
1657,1658,La Maison des Leclerc,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Air conditioning, Microwave, Refrigerator in room",2821 Notre Dame East Trois-Rivieres Quebec,Canada,116.5294118
1658,1659,Motel Populaire,4,"Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms",400 rue De La Sangamo Trois-Rivieres Quebec,Canada,116.5294118
1659,1660,Hoel Motel Penn Mass,2.5,"Free parking, Room service, Restaurant, Free High Speed Internet (WiFi), Breakfast included, BarorLounge, Banquet Room, Business Centre with Internet Access, Casino and Gambling, Golf Course, Laundry Service, Meeting rooms, Multil",303 Boul Ste-Madeleine Trois-Rivieres Quebec,Canada,55
1660,1661,The Driftwood Inn,3.5,"Free parking, Restaurant, Free High Speed Internet (WiFi), Meeting rooms, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Wheelchair Access, Air conditioning, Refrigerator in room, Family Rooms, Non-smoking rooms",5454 Trail Avenue Sechelt British Columbia,Canada,149
1661,1662,Royal Reach Motel,2.5,"Free High Speed Internet (WiFi), Free parking, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Air conditioning, Refrigerator in room, Kitchenette, Non-smoking rooms",5758 Wharf Road Sechelt British Columbia,Canada,108
1662,1663,Cozy Court Motel,2.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Microwave, Refrigerator in room, Family Rooms, Non-smoking rooms",5528 Inlet Ave Sechelt British Columbia,Canada,109
1663,1664,At The Shore B&B,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Room service, Hot Tub, Laundry Service, Non-smoking hotel, Air conditioning, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",6394 Gale Ave N Sechelt British Columbia,Canada,189
1664,1665,The Tuwanek Hotel,5,"Free parking, Free High Speed Internet (WiFi), Spa, Room service, Business Centre with Internet Access, Concierge, Hot Tub, Non-smoking hotel, Public Wifi, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Smokin",7545 Islets Pl Sechelt British Columbia,Canada,116.5294118
1665,1666,Tranquility Bay Waterfront Inn,5,"Free High Speed Internet (WiFi), Free parking, Breakfast Available, Hot Tub, Public Wifi, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",7651 Sechelt Inlet Rd Sechelt British Columbia,Canada,116.5294118
1666,1667,Sechelt Inlet B&B,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Hot Tub, Non-smoking hotel, Non-smoking rooms",5870 Skookumchuk Rd Sechelt British Columbia,Canada,116.5294118
1667,1668,Above the Inlet B and B and Vacation Rentals,5,"Free parking, Free High Speed Internet (WiFi), Golf Course, Laundry Service, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Public Wifi, Air conditioning, Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, ",5888 Turnstone Cres Sechelt British Columbia,Canada,116.5294118
1668,1669,Davis Brook Retreat,5,"Pool, Free High Speed Internet (WiFi), Free parking, Non-smoking hotel, Public Wifi, Non-smoking rooms, Suites",7079 Sechelt Inlet Rd Sechelt British Columbia,Canada,113
1669,1670,Davis Bay Bed & Breakfast,4,"Free parking, Free High Speed Internet (WiFi), Golf Course, Non-smoking hotel, Refrigerator in room, Non-smoking rooms",4632 Hwy 101 Sechelt British Columbia,Canada,116.5294118
1670,1671,Tuckers Inn B&B and Spa,4.5,"Free High Speed Internet (WiFi), Breakfast included, Free parking, Children Activities (Kid or Family Friendly), Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Microwave, Refrigerator in room, Famil",6966 Sunshine Coast Hwy Sechelt British Columbia,Canada,145
1671,1672,Beachcomber B&B,5,"Free parking, Free High Speed Internet (WiFi), Breakfast included, Hot Tub, Non-smoking hotel, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",6398 Gale Ave N Sechelt British Columbia,Canada,116.5294118
1672,1673,Beachside by the Bay,5,"Free parking, Free High Speed Internet (WiFi), Concierge, Golf Course, Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",5005 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1673,1674,The Upper Deck Guesthouse,4.5,Kitchenette,5653 Wharf Road Sechelt British Columbia,Canada,116.5294118
1674,1675,Blue Sky Motel,3.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Wheelchair Access, Refrigerator in room, Family Rooms, Kitchenette, Non-smoking rooms",4726 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1675,1676,Bella Beach Inn,2.5,"Free parking, Free High Speed Internet (WiFi), Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Refrigerator in room, Kitchenette, Non-smoking rooms, Smoking rooms available, Suites",4748 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1676,1677,Beach Hideaway Bed and Breakfast & Spa,5,"Free parking, Free High Speed Internet (WiFi), Spa, Breakfast included, Room service, Hot Tub, Non-smoking hotel, Air conditioning, Microwave, Kitchenette, Non-smoking rooms, Suites",5203 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1677,1678,Four Winds Beach House & Spa,5,"Free parking, Free High Speed Internet (WiFi), Breakfast Available, Hot Tub, Non-smoking hotel, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",5482 Hill Rd Sechelt British Columbia,Canada,116.5294118
1678,1679,Coracle Cove Waterfront Suite,5,"Free parking, Free High Speed Internet (WiFi), Concierge, Hot Tub, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Microwave, Refrigerator in room, Kitchenette, Non-smoking rooms, Suites",6055 Coracle Dr Sechelt British Columbia,Canada,116.5294118
1679,1680,Absolute Heaven Oceanfront Suites,5,"Free parking, Fitness Centre with Gym or Workout Room, Free High Speed Internet (WiFi), Business Centre with Internet Access, Children Activities (Kid or Family Friendly), Wheelchair Access, Microwave, Refrigerator in room, Accessible room",6471 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1680,1681,Catch of the Day Cottages,4.5,"Free Internet, Non-smoking hotel, Refrigerator in room, Kitchenette, Non-smoking rooms",5907 Sunshine Coast Hwy 101 Sechelt British Columbia,Canada,116.5294118
1681,1682,Bayside Campground & RV Park,3.5,Pets Allowed ( Dog or Pet Friendly ),6040 Sechelt Inlet Rd Sechelt British Columbia,Canada,116.5294118
1682,1683,Seastone at Sandy Hook,5,"Free parking, Free High Speed Internet (WiFi)",6157 Coracle Dr Sechelt British Columbia,Canada,116.5294118
1683,1684,We love it too B&B,5,Refrigerator in room,5795 Windward Lane Sechelt British ,Canada,116.5294118
1684,1685,The Creekside Campground and RV Park,3,Pets Allowed ( Dog or Pet Friendly ),4314 Sunshine Coast Hwy Sechelt British Columbia,Canada,116.5294118
1685,1686,Rum Runner Inn,4.5,"Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Air conditioning, Refrigerator in room, Non-smoking rooms",66 Montague Street Lunenburg Nova Scotia,Canada,99
1686,1687,Smugglers Cove Inn,4.5,"Free High Speed Internet (WiFi), Laundry Service, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Air conditioning, Refrigerator in room, Non-smoking rooms",139 Montague Street Lunenburg Nova Scotia,Canada,116.5294118
1687,1688,Atlantic View Motel & Cottages,4,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Public Wifi, Microwave, Refrigerator in room, Non-smoking rooms",230 Masons Beach Rd Lunenburg Nova Scotia,Canada,116.5294118
1688,1689,Homeport Motel,4.5,"Free parking, Free High Speed Internet (WiFi), Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Self-Serve Laundry, Wheelchair Access, Air conditioning, Microwave, Refrigerator in room, Non-smoking rooms",167 Victoria Road Lunenburg Nova Scotia,Canada,105
1689,1690,Lunenburg Arms Hotel,4,"Free parking, Free High Speed Internet (WiFi), BarorLounge, Spa, Breakfast Available, Laundry Service, Multilingual Staff, Non-smoking hotel, Pets Allowed ( Dog or Pet Friendly ), Wheelchair Access, Air conditioning, Refrigerator in ",94 Pelham Street Lunenburg Nova Scotia,Canada,116.5294118
